OBJECTID,ID,STATE_NAME,ST_ABBREV,ACSTOTPOP,MINORPCT,LOWINCPCT,PM25,OZONE,DSLPM,P_PM25,P_OZONE,P_DSLPM,P_CANCR,P_RESP,P_PTRAF
59486,170010007002,Illinois,IL,745,0.210738255033557,0.6784565916398709,8.6969301369863,45.6144477124183,0.38026228887,54.9630916527943,74.5442559628482,48.7528377834873,30.3694803487099,26.9900828956757,88.0151394057838
59487,170010008001,Illinois,IL,1161,0.296296296296296,0.627045650301464,8.70110136986301,45.5948745098039,0.387060329863,55.1032748280915,74.4540483933708,49.6881769953846,32.871467743559,26.9465450296219,42.7977953628989
59488,170010008002,Illinois,IL,734,0.30245231607629397,0.8953687821612349,8.70110136986301,45.5948745098039,0.387060329863,55.1032748280915,74.4540483933708,49.6881769953846,32.871467743559,26.9465450296219,53.4422755339273
59489,170010008003,Illinois,IL,819,0.117216117216117,0.34432234432234404,8.70110136986301,45.5948745098039,0.387060329863,55.1032748280915,74.4540483933708,49.6881769953846,32.871467743559,26.9465450296219,25.3278440899115
59490,170010009001,Illinois,IL,1024,0.064453125,0.5825914935707219,8.72131315068493,45.6296424836601,0.374806763338,55.8773097988562,74.6415823273303,47.9659532772216,29.0202764522524,26.3952337120952,59.3326011837052
59491,170010009002,Illinois,IL,1778,0.0562429696287964,0.394263217097862,8.72131315068493,45.6296424836601,0.374806763338,55.8773097988562,74.6415823273303,47.9659532772216,29.0202764522524,26.3952337120952,33.4869143222348
59492,170010010011,Illinois,IL,1127,0.0976042590949423,0.15882874889086002,8.69899589041096,45.6561614379085,0.379327776272,55.0381082194334,74.7951182706588,48.6260748732089,27.7149629627023,26.2138139583303,48.6888044996047
59493,170010010012,Illinois,IL,1367,0.046086320409656094,0.314391143911439,8.69899589041096,45.6561614379085,0.379327776272,55.0381082194334,74.7951182706588,48.6260748732089,27.7149629627023,26.2138139583303,54.2087514632489
59494,170010010013,Illinois,IL,913,0.0,0.18445475638051,8.69899589041096,45.6561614379085,0.379327776272,55.0381082194334,74.7951182706588,48.6260748732089,27.7149629627023,26.2138139583303,47.6726207864943
59495,170010010021,Illinois,IL,1101,0.0862851952770208,0.136239782016348,8.71634575342466,45.6573156862745,0.344702061182,55.6973925671244,74.797659249912,43.3771532733753,26.6163158608427,24.9323769021825,41.3530730882271
59496,170010010022,Illinois,IL,2346,0.0750213128729752,0.207724917569477,8.71634575342466,45.6573156862745,0.344702061182,55.6973925671244,74.797659249912,43.3771532733753,26.6163158608427,24.9323769021825,33.5602397413242
59497,170010011001,Illinois,IL,1358,0.06406480117820319,0.45488441461595797,8.68668246575342,45.7128732026144,0.32081045932,54.5648332181501,75.0867288441692,39.4753249717252,24.7331169703167,23.698496306072,51.8757699486437
59498,170010011002,Illinois,IL,2807,0.19486996793729902,0.41453760345448004,8.68668246575342,45.7128732026144,0.32081045932,54.5648332181501,75.0867288441692,39.4753249717252,24.7331169703167,23.698496306072,47.9492961091136
59499,170010011003,Illinois,IL,2162,0.0,0.115171137835337,8.68668246575342,45.7128732026144,0.32081045932,54.5648332181501,75.0867288441692,39.4753249717252,24.7331169703167,23.698496306072,31.3835500397751
59500,170010011004,Illinois,IL,1927,0.0591593149974052,0.0991177996886351,8.68668246575342,45.7128732026144,0.32081045932,54.5648332181501,75.0867288441692,39.4753249717252,24.7331169703167,23.698496306072,30.9072856950274
59501,170010101001,Illinois,IL,1015,0.00197044334975369,0.190900098911968,8.52554054794521,45.4138450980392,0.180974301455,48.426648250231,73.5467725767605,15.8136505974663,15.2135266220451,13.5510136590436,7.71444293972714
59502,170010101002,Illinois,IL,1319,0.0303260045489006,0.22716441620333502,8.52554054794521,45.4138450980392,0.180974301455,48.426648250231,73.5467725767605,15.8136505974663,15.2135266220451,13.5510136590436,13.4336370271905
59503,170010101003,Illinois,IL,922,0.0108459869848156,0.22647702407002102,8.52554054794521,45.4138450980392,0.180974301455,48.426648250231,73.5467725767605,15.8136505974663,15.2135266220451,13.5510136590436,4.80880374519867
59504,170010101004,Illinois,IL,1183,0.0633981403212172,0.292724196277495,8.52554054794521,45.4138450980392,0.180974301455,48.426648250231,73.5467725767605,15.8136505974663,15.2135266220451,13.5510136590436,22.1857688978639
