"FID","Data_Year","eGRID_subregion_acronym","Plant_annual_net_generation__MW","Plant_annual_CO2_emissions__ton","Plant_annual_coal_net_generatio","Plant_annual_oil_net_generation","Plant_annual_gas_net_generation","Plant_annual_other_fossil_net_g","Plant_annual_nuclear_net_genera","Plant_annual_hydro_net_generati","Plant_annual_biomass_net_genera","Plant_annual_wind_net_generatio","Plant_annual_solar_net_generati"
"9880","2023","NWPP","73288",,"0","0","0","0","0","0","0","73288","0"
"9881","2023","RFCW","7985728",,"0","0","0","0","7985728","0","0","0","0"
"9882","2023","NYUP","38128",,"0","0","0","0","0","0","0","38128","0"
"9883","2023","NYUP","291627","0","0","133.971","291493","0","0","0","0","0","0"
"9884","2023","NWPP","35445","7894.875","0","0","35445","0","0","0","0","0","0"
"9885","2023","NYUP","1913",,"0","0","0","0","0","0","0","0","1913"
"9886","2023","NWPP","65459",,"0","0","0","0","0","0","0","65459","0"
"9887","2023","NYUP",,,,,,,,,,,
"9888","2023","NYCW","31350","28049.8","0","1243.533","30106.47","0","0","0","0","0","0"
"9889","2023","RFCW","1980",,"0","0","0","0","0","0","0","0","1980"
"9890","2023","NYUP","21868","11273.41","0","0","21868","0","0","0","0","0","0"
"9891","2023","RFCW","1863.001","0","0","0","1863","0","0","0","0","0","0"
"9892","2023","NYUP","21308",,"0","0","0","0","0","21308","0","0","0"
"9893","2023","NYUP","14972",,"0","0","0","0","0","0","0","0","14972"
"9894","2023","NYUP","2951",,"0","0","0","0","0","0","0","0","2951"
"9895","2023","RFCW","0",,"0","0","0","0","0","0","0","0","0"
"9896","2023","NWPP","21245",,"0","0","0","0","0","0","0","21245","0"
"9897","2023","NYUP","2027",,"0","0","0","0","0","0","0","0","2027"
"9898","2023","NYUP","3520",,"0","0","0","0","0","0","0","0","3520"
"9899","2023","NYUP",,,,,,,,,,,
"9900","2023","NYUP","6360",,"0","0","0","0","0","0","0","0","6427"
"9901","2023","NYCW","125.999","289.986","0","126","0","0","0","0","0","0","0"
"9902","2023","NWPP","15577",,"0","0","0","0","0","15577","0","0","0"
"9903","2023","NYUP","5968",,"0","0","0","0","0","0","0","0","5968"
"9904","2023","RFCW",,,,,,,,,,,
"9905","2023","RFCW","133.998","218.364","0","134","0","0","0","0","0","0","0"
"9906","2023","NWPP","3986",,"0","0","0","0","0","0","0","0","3986"
"9907","2023","NYUP","49346",,"0","0","0","0","0","49346","0","0","0"
"9908","2023","RFCW","3910371","1609592","0","0","3910371","0","0","0","0","0","0"
"9909","2023","NWPP","47560",,"0","0","0","0","0","47560","0","0","0"
"9910","2023","NYCW","102","51.528","0","102","0","0","0","0","0","0","0"
"9911","2023","NYUP","7918",,"0","0","0","0","0","0","0","0","7918"
"9912","2023","NYUP","3140",,"0","0","0","0","0","0","0","0","3140"
"9913","2023","NYUP","3256",,"0","0","0","0","0","0","0","0","3256"
"9914","2023","NEWE","7964",,"0","0","0","0","0","0","0","0","7964"
"9915","2023","NWPP","48804","58363.57","0","0","0.916","26841.73","0","0","21961.36","0","0"
"9916","2023","NYUP","9838",,"0","0","0","0","0","9838","0","0","0"
"9917","2023","NEWE","3196",,"0","0","0","0","0","0","0","0","3196"
"9918","2023","NYCW","74191","48444.03","0","5530.357","68660.64","0","0","0","0","0","0"
"9919","2023","RFCW","248.92","229.064","0","248.92","0","0","0","0","0","0","0"
"9920","2023","NYCW","65.001","112.041","0","3.816","61.184","0","0","0","0","0","0"
"9921","2023","RFCW","110","96.526","0","110","0","0","0","0","0","0","0"
"9922","2023","NYUP","8659.999",,"0","0","0","0","0","0","0","0","8660"
"9923","2023","NYUP","3165",,"0","0","0","0","0","0","0","0","3165"
"9924","2023","RFCW","21413","0","0","0","0","0","0","0","21413","0","0"
"9925","2023","NYUP","118561",,"0","0","0","0","0","118561","0","0","0"
"9926","2023","NYUP","5348",,"0","0","0","0","0","5348","0","0","0"
"9927","2023","NYUP","175969",,"0","0","0","0","0","0","0","175969","0"
"9928","2023","NYUP","6070",,"0","0","0","0","0","0","0","0","6070"
"9929","2023","NEWE","2373",,"0","0","0","0","0","0","0","0","2373"
"9930","2023","NWPP","1914656","1569759","0","0","1914656","0","0","0","0","0","0"
"9931","2023","RFCW","560",,"0","0","0","0","0","0","0","560","0"
"9932","2023","NWPP","2263061","911866.6","0","0","2263061","0","0","0","0","0","0"
"9933","2023","RFCW","7166",,"0","0","0","0","0","0","0","7166","0"
"9934","2023","NWPP","41603",,"0","0","0","0","0","41603","0","0","0"
"9935","2023","NYUP","15506900",,"0","0","0","0","15506900","0","0","0","0"
"9936","2023","RFCW","7995.24",,"0","0","0","0","0","0","0","0","7995.24"
"9937","2023","NYCW","2702525","1416320","0","10855.45","2691670","0","0","0","0","0","0"
"9938","2023","NWPP","3793",,"0","0","0","0","0","0","0","0","3793"
"9939","2023","NYUP","0",,"0","0","0","0","0","0","0","0","0"
"9940","2023","NYUP","14299",,"0","0","0","0","0","14299","0","0","0"
"9941","2023","NYUP","6026",,"0","0","0","0","0","0","0","0","6026"
"9942","2023","NEWE","2735",,"0","0","0","0","0","0","0","0","2735"
"9943","2023","NWPP","3562",,"0","0","0","0","0","0","0","0","3562"
"9944","2023","NEWE","8285",,"0","0","0","0","0","0","0","0","8285"
"9945","2023","NYUP","7261",,"0","0","0","0","0","0","0","0","7261"
"9946","2023","NYLI","288544","103250.1","0","945.32","287598.7","0","0","0","0","0","0"
"9947","2023","RFCW","1532.42",,"0","0","0","0","0","0","0","0","1532.42"
"9948","2023","NYUP","31601",,"0","0","0","0","0","31601","0","0","0"
"9949","2023","NYUP","2721",,"0","0","0","0","0","2721","0","0","0"
"9950","2023","RFCW","3372146","1406827","0","0","3372146","0","0","0","0","0","0"
"9951","2023","NYCW","45","81.577","0","45","0","0","0","0","0","0","0"
"9952","2023","NYCW","31535","20605.69","0","0","31535","0","0","0","0","0","0"
"9953","2023","NYUP","62860","80763.55","0","0","41.918","34549.86","0","0","28268.22","0","0"
"9954","2023","NWPP","163007",,"0","0","0","0","0","163007","0","0","0"
"9955","2023","RFCW","167.001","147.564","0","167","0","0","0","0","0","0","0"
"9956","2023","NYCW","11025",,"0","0","11025","0","0","0","0","0","0"
"9957","2023","NYCW","398707","207685.7","0","0","0","219290.8","0","0","179416.2","0","0"
"9958","2023","NYUP","6946",,"0","0","0","0","0","0","0","0","6946"
"9959","2023","NYCW",,,,,,,,,,,
"9960","2023","NYCW",,,,,,,,,,,
"9961","2023","NYUP","3100",,"0","0","0","0","0","0","0","0","3100"
"9962","2023","RFCW","13530200","14701690","13507810","22391.91","0","0","0","0","0","0","0"
"9963","2023","NWPP","45050",,"0","0","0","0","0","45050","0","0","0"
"9964","2023","NYUP","24730","13079","0","9.756","24720.24","0","0","0","0","0","0"
"9965","2023","RFCW","19468","0.001","0","0","0","0","0","0","19468","0","0"
"9966","2023","RFCW","129.999","160.305","0","130","0","0","0","0","0","0","0"
"9967","2023","NWPP","114025","689.531","0","0","906.293","0","0","0","113118.7","0","0"
"9968","2023","NYLI","399223","207504.7","0","4710.943","394512.1","0","0","0","0","0","0"
"9969","2023","NWPP","11139",,"0","0","0","0","0","11139","0","0","0"
"9970","2023","NYUP",,,,,,,,,,,
"9971","2023","NYCW",,,,,,,,,,,
"9972","2023","NWPP","17115","0","0","0","0","0","0","0","17115","0","0"
"9973","2023","NYUP","0",,"0","0","0","0","0","0","0","0","0"
"9974","2023","NWPP","3529",,"0","0","0","0","0","0","0","0","3529"
"9975","2023","NYUP","6362",,"0","0","0","0","0","0","0","0","6362"
"9976","2023","NWPP","13497","0","0","0","0","0","0","0","13497","0","0"
"9977","2023","RFCW","262228",,"0","0","0","0","0","262228","0","0","0"
"9978","2023","NWPP","3110",,"0","0","0","0","0","0","0","0","3110"
"9979","2023","RFCW","68462","45811.1","0","25.54","68436.46","0","0","0","0","0","0"
"9980","2023","RFCW","8154972","3511849","0","0","8154972","0","0","0","0","0","0"
"9981","2023","NWPP","22936",,"0","0","0","0","0","0","0","22936","0"
"9982","2023","RFCW","0",,"0","0","0","0","0","0","0","0","0"
"9983","2023","RFCW","8229",,"0","0","0","0","0","0","0","0","8229"
"9984","2023","RFCW","776","997.882","0","0","776","0","0","0","0","0","0"
"9985","2023","NYUP","31310",,"0","0","0","0","0","31310","0","0","0"
"9986","2023","NYUP","0",,"0","0","0","0","0","0","0","0","0"
"9987","2023","NYUP","7636",,"0","0","0","0","0","0","0","0","7636"
"9988","2023","NYCW","169043.1","0","0","1948.524","167094.6","0","0","0","0","0","0"
"9989","2023","NYLI","1484",,"0","0","0","0","0","0","0","0","1484"
"9990","2023","NYLI","30414",,"0","0","0","0","0","0","0","0","30414"
"9991","2023","NYUP","170128",,"0","0","0","0","0","0","0","170128","0"
"9992","2023","NYUP","15749890",,"0","0","0","0","0","15749890","0","0","0"
"9993","2023","NYUP","7126782",,"0","0","0","0","0","7126782","0","0","0"
"9994","2023","RFCW","5718",,"0","0","0","0","0","5718","0","0","0"
"9995","2023","RFCW","10533130","4577222","0","0","10533130","0","0","0","0","0","0"
"9996","2023","RFCW","285584",,"0","0","0","0","0","0","0","0","285584"
"9997","2023","RFCW","2918",,"0","0","0","0","0","0","0","2918","0"
"9998","2023","RFCW","353432","98555.7","0","0","17674.67","335757.3","0","0","0","0","0"
"9999","2023","RFCW","11722",,"0","0","0","0","0","0","0","11722","0"
"10000","2023","RFCW","386518",,"0","0","0","0","0","0","0","0","386518"
"10001","2023","RFCE","44","65.33","0","44","0","0","0","0","0","0","0"
"10002","2023","SRVC","4730",,"0","0","0","0","0","0","0","0","4730"
"10003","2023","RFCE","124","82.806","0","124","0","0","0","0","0","0","0"
"10004","2023","RFCE","287646","493356.1","286614.7","1031.28","0","0","0","0","0","0","0"
"10005","2023","RFCE","-346117",,"0","0","0","0","0","-346117","0","0","0"
"10006","2023","RFCE","2031753","2487287","2027442","4310.926","0","0","0","0","0","0","0"
"10007","2023","SRTV","24884",,"0","0","0","0","0","0","0","0","24884"
"10008","2023","NEWE","5931",,"0","0","0","0","0","0","0","5931","0"
"10009","2023","SRVC","-28","0","0","-28","0","0","0","0","0","0","0"
"10010","2023","NEWE","5823",,"0","0","0","0","0","0","0","5823","0"
"10011","2023","SRVC","9327",,"0","0","0","0","0","9327","0","0","0"
"10012","2023","NEWE","4751",,"0","0","0","0","0","0","0","4751","0"
"10013","2023","SRVC","66","55.857","0","66","0","0","0","0","0","0","0"
"10014","2023","NEWE","4169",,"0","0","0","0","0","0","0","4169","0"
"10015","2023","SRVC","8441","0.001","0","0","0","0","0","0","8441","0","0"
"10016","2023","NEWE","6684",,"0","0","0","0","0","0","0","6684","0"
"10017","2023","SRVC","153398",,"0","0","0","0","0","0","0","0","153398"
"10018","2023","NWPP","139988",,"0","0","0","0","0","0","0","139988","0"
"10019","2023","NEWE","6103",,"0","0","0","0","0","0","0","6103","0"
"10020","2023","NEWE","6442",,"0","0","0","0","0","0","0","6442","0"
"10021","2023","NEWE","2640",,"0","0","0","0","0","0","0","0","2640"
"10022","2023","NEWE","2621",,"0","0","0","0","0","0","0","0","2621"
"10023","2023","NEWE","2627",,"0","0","0","0","0","0","0","0","2627"
"10024","2023","NEWE","9809",,"0","0","0","0","0","0","0","0","9809"
"10025","2023","SRVC","4311",,"0","0","0","0","0","0","0","0","4311"
"10026","2023","SRVC","62087",,"0","0","0","0","0","62087","0","0","0"
"10027","2023","NWPP","2378",,"0","0","0","0","0","0","0","0","2378"
"10028","2023","SRTV","37022","13741.03","0","0","37022","0","0","0","0","0","0"
"10029","2023","PRMS","105798",,"0","0","0","0","0","0","0","105798","0"
"10030","2023","RFCE","-150","168.144","0","-150","0","0","0","0","0","0","0"
"10031","2023","SRVC","2939",,"0","0","0","0","0","0","0","0","2939"
"10032","2023","SRVC","3349",,"0","0","0","0","0","0","0","0","3349"
"10033","2023","SRVC","3928",,"0","0","0","0","0","0","0","0","3928"
"10034","2023","SRVC","2050",,"0","0","0","0","0","0","0","0","2050"
"10035","2023","SRVC","4530",,"0","0","0","0","0","0","0","0","4530"
"10036","2023","SRVC","120972","0","0","0","0","0","0","0","120972","0","0"
"10037","2023","SRVC","106477",,"0","0","0","0","0","0","0","0","106477"
"10038","2023","SRVC","4045",,"0","0","0","0","0","0","0","0","4045"
"10039","2023","SRVC","0",,"0","0","0","0","0","0","0","0","0"
"10040","2023","SRVC","3891",,"0","0","0","0","0","0","0","0","3891"
"10041","2023","SRVC","4146",,"0","0","0","0","0","0","0","0","4146"
"10042","2023","SRVC","31730","7202.019","0","0","12196.69","0","0","0","19533.31","0","0"
"10043","2023","SRVC","-441531",,"0","0","0","0","0","-441531","0","0","0"
"10044","2023","SRVC","4328",,"0","0","0","0","0","0","0","0","4328"
"10045","2023","SRVC","4328",,"0","0","0","0","0","0","0","0","4328"
"10046","2023","SRVC","9521",,"0","0","0","0","0","0","0","0","9521"
"10047","2023","SRVC","2522",,"0","0","0","0","0","0","0","0","2522"
"10048","2023","SRVC","2454","0.001","0","0","0","0","0","0","2454","0","0"
"10049","2023","SRVC","3094",,"0","0","0","0","0","0","0","0","3094"
"10050","2023","SRVC","147530",,"0","0","0","0","0","0","0","0","147530"
"10051","2023","SRVC","15536",,"0","0","0","0","0","0","0","0","15536"
"10052","2023","SRVC","3892",,"0","0","0","0","0","0","0","0","3892"
"10053","2023","SRVC","15623",,"0","0","0","0","0","0","0","0","15623"
"10054","2023","SRVC","26163",,"0","0","0","0","0","0","0","0","26163"
"10055","2023","SRVC","3730",,"0","0","0","0","0","0","0","0","3730"
"10056","2023","SRVC","6605",,"0","0","0","0","0","0","0","0","6605"
"10057","2023","SRVC","3615",,"0","0","0","0","0","0","0","0","3615"
"10058","2023","SRVC","3599",,"0","0","0","0","0","0","0","0","3599"
"10059","2023","SRVC","3752",,"0","0","0","0","0","3752","0","0","0"
"10060","2023","SRVC","3884",,"0","0","0","0","0","0","0","0","3884"
"10061","2023","SRVC","291258","177346.4","0","472.627","290785.4","0","0","0","0","0","0"
"10062","2023","SRVC","2327",,"0","0","0","0","0","0","0","0","2327"
"10063","2023","SRVC","-37","16.131","0","0","-37","0","0","0","0","0","0"
"10064","2023","SRVC","0","0","0","0","0","0","0","0","0","0","0"
"10065","2023","SRVC","43364",,"0","0","0","0","0","0","0","0","43364"
"10066","2023","SRVC","7934",,"0","0","0","0","0","0","0","0","7934"
"10067","2023","SRVC","16328",,"0","0","0","0","0","0","0","0","16328"
"10068","2023","SRVC","19165520",,"0","0","0","0","19165520","0","0","0","0"
"10069","2023","SRVC","138717",,"0","0","0","0","0","138717","0","0","0"
"10070","2023","SRVC","142586",,"0","0","0","0","0","0","0","0","142586"
"10071","2023","SRVC","4",,"0","0","4","0","0","0","0","0","0"
"10072","2023","SRVC","0",,"0","0","0","0","0","0","0","0","0"
"10073","2023","SRVC","21231",,"0","0","0","0","0","0","0","0","21231"
"10074","2023","SRVC","116411.6","51413.35","0","0","116411.6","0","0","0","0","0","0"
"10075","2023","SRVC","1452",,"0","0","0","0","0","1452","0","0","0"
"10076","2023","SRVC","20884",,"0","0","0","0","0","0","0","0","20884"
"10077","2023","SRVC","64","52.836","0","64","0","0","0","0","0","0","0"
"10078","2023","SRVC","3590",,"0","0","0","0","0","3590","0","0","0"
"10079","2023","SRVC","400","544.704","0","48.077","351.923","0","0","0","0","0","0"
"10080","2023","SRVC","2735",,"0","0","0","0","0","0","0","0","2735"
"10081","2023","SRVC",,,,,,,,,,,
"10082","2023","SRVC","2465905","915226.1","0","7086.76","2458818","0","0","0","0","0","0"
"10083","2023","SRVC","1375971","1063872","302636.3","931.224","1072403","0","0","0","0","0","0"
"10084","2023","SRVC","8449234","9307817","8418121","31113.09","0","0","0","0","0","0","0"
"10085","2023","SRVC","6249",,"0","0","0","0","0","0","0","0","6249"
"10086","2023","SRVC","22124","17983.14","0","3506.458","18617.54","0","0","0","0","0","0"
"10087","2023","SRVC","19447",,"0","0","0","0","0","0","0","0","19447"
"10088","2023","SRVC","86857",,"0","0","0","0","0","86857","0","0","0"
"10089","2023","SRVC","13058",,"0","0","0","0","0","0","0","0","13058"
"10090","2023","SRVC","9987",,"0","0","0","0","0","0","0","0","9987"
"10091","2023","SRVC","152300","0.154","0","0","0","0","0","0","152300","0","0"
"10092","2023","SRVC","108527","72872.38","0","0","108527","0","0","0","0","0","0"
"10093","2023","SRVC","78131",,"0","0","0","0","0","0","0","0","78131"
"10094","2023","SRVC","8578",,"0","0","0","0","0","0","0","0","8578"
"10095","2023","SRVC","283","0","0","0","0","0","0","0","283","0","0"
"10096","2023","SRVC","34542",,"0","0","0","0","0","0","0","0","34542"
"10097","2023","SRVC","18137",,"0","0","0","0","0","0","0","0","18137"
"10098","2023","SRVC","231609",,"0","0","0","0","0","231609","0","0","0"
"10099","2023","SRVC","143324",,"0","0","0","0","0","143324","0","0","0"
"10100","2023","SRVC","393849.8","19149.23","21559.69","1567.14","19317.8","0","0","0","351405.1","0","0"
"10101","2023","SRVC","7836",,"0","0","0","0","0","0","0","0","7836"
"10102","2023","SRVC","4035",,"0","0","0","0","0","0","0","0","4035"
"10103","2023","SRVC","3879",,"0","0","0","0","0","0","0","0","3879"
"10104","2023","SRVC","9783",,"0","0","0","0","0","0","0","0","9783"
"10105","2023","SRVC","19301",,"0","0","0","0","0","19301","0","0","0"
"10106","2023","SRVC","20085",,"0","0","0","0","0","0","0","0","20085"
"10107","2023","SRVC","0",,"0","0","0","0","0","0","0","0","0"
"10108","2023","SRVC","3127",,"0","0","0","0","0","0","0","0","3127"
"10109","2023","SRVC","3909",,"0","0","0","0","0","0","0","0","3909"
"10110","2023","SRVC","-52",,"0","0","0","0","0","-52","0","0","0"
"10111","2023","SRVC","157144",,"0","0","0","0","0","0","0","0","157144"
"10112","2023","SRVC","6694374",,"0","0","0","0","6694374","0","0","0","0"
"10113","2023","SRVC","23323","16372.21","0","1526.879","21796.12","0","0","0","0","0","0"
"10114","2023","SRVC","9191",,"0","0","0","0","0","0","0","0","9191"
"10115","2023","SRVC","39927",,"0","0","0","0","0","0","0","0","39927"
"10116","2023","SRVC","12575",,"0","0","0","0","0","0","0","0","12575"
"10117","2023","SRVC","6435",,"0","0","0","0","0","0","0","0","6435"
"10118","2023","ERCT","596030",,"0","0","0","0","0","0","0","596030","0"
"10119","2023","SRVC","1744006","1790312","1729039","14967.2","0","0","0","0","0","0","0"
"10120","2023","RFCE","603023","288860.4","0","0","603023","0","0","0","0","0","0"
"10121","2023","NWPP","1193",,"0","0","0","0","0","0","0","0","1193"
"10122","2023","PRMS","0",,"0","0","0","0","0","0","0","0","0"
"10123","2023","NWPP","7123",,"0","0","0","0","0","0","0","0","7123"
"10124","2023","SRTV","143.004","122.04","0","143","0","0","0","0","0","0","0"
"10125","2023","PRMS","4829",,"0","0","0","0","0","0","0","0","4829"
"10126","2023","NWPP","13663",,"0","0","0","0","0","13663","0","0","0"
"10127","2023","SRTV","91459",,"0","0","0","0","0","91459","0","0","0"
"10128","2023","PRMS",,,,,,,,,,,
"10129","2023","NWPP","900050",,"0","0","0","0","0","900050","0","0","0"
"10130","2023","ERCT","20496",,"0","0","0","0","0","0","0","0","20496"
"10131","2023","RFCE","1550822","1053070","0","41","1550781","0","0","0","0","0","0"
"10132","2023","SRVC","468612","51646.02","780.793","3033.956","42059.47","39511.04","0","0","383226.8","0","0"
"10133","2023","NWPP","28990",,"0","0","0","0","0","0","0","28990","0"
"10134","2023","SRVC","201268",,"0","0","0","0","0","201268","0","0","0"
"10135","2023","RFCE","50292","28964.28","0","0","50292","0","0","0","0","0","0"
"10136","2023","NWPP","17371",,"0","0","0","0","0","0","0","0","17371"
"10137","2023","SRVC","4035",,"0","0","0","0","0","0","0","0","4035"
"10138","2023","PRMS",,,,,,,,,,,
"10139","2023","SRTV","103400",,"0","0","0","0","0","0","0","0","103400"
"10140","2023","NWPP","40175",,"0","0","0","0","0","40175","0","0","0"
"10141","2023","SPSO","1126771",,"0","0","0","0","0","0","0","1126771","0"
"10142","2023","NWPP","19550",,"0","0","0","0","0","0","0","0","19550"
"10143","2023","SRVC","632438",,"0","0","0","0","0","632438","0","0","0"
"10144","2023","RFCW","1530623","942814.4","0","0","1530623","0","0","0","0","0","0"
"10145","2023","SRTV","1.999","0.425","0","2","0","0","0","0","0","0","0"
"10146","2023","SRVC","1863",,"0","0","0","0","0","0","0","0","1863"
"10147","2023","NWPP","30232",,"0","0","0","0","0","30232","0","0","0"
"10148","2023","PRMS","0",,"0","0","0","0","0","0","0","0","0"
"10149","2023","SRVC","83","70.066","0","83","0","0","0","0","0","0","0"
"10150","2023","RFCE","39480","36011.36","0","10.976","39469.02","0","0","0","0","0","0"
"10151","2023","PRMS","20941","38.218","0","43","0","0","0","0","0","0","21003"
"10152","2023","NWPP","629","0","0","0","0","0","0","0","629","0","0"
"10153","2023","SRVC","79","0","0","0","0","0","0","0","79","0","0"
"10154","2023","SRTV","25993",,"0","0","0","0","0","0","0","0","25993"
"10155","2023","SRVC","5318402","2262071","0","1217.06","5317185","0","0","0","0","0","0"
"10156","2023","NWPP","955",,"0","0","0","0","0","0","0","0","955"
"10157","2023","ERCT","62503",,"0","0","0","0","0","0","0","62503","0"
"10158","2023","SRTV","2627",,"0","0","0","0","0","0","0","0","2627"
"10159","2023","RFCE","1285",,"0","0","0","0","0","0","0","0","1285"
"10160","2023","SRVC","247605",,"0","0","0","0","0","247605","0","0","0"
"10161","2023","RFCE","5686",,"0","0","0","0","0","0","0","5686","0"
"10162","2023","NWPP","25514",,"0","0","0","0","0","0","0","25514","0"
"10163","2023","SRVC","3437",,"0","0","0","0","0","0","0","0","3437"
"10164","2023","PRMS",,,,,,,,,,,
"10165","2023","RFCE","5057551","2150608","0","0","5057551","0","0","0","0","0","0"
"10166","2023","SRTV","509619",,"0","0","0","0","0","509619","0","0","0"
"10167","2023","SRVC","16961",,"0","0","0","0","0","0","0","0","16961"
"10168","2023","RFCE",,,,,,,,,,,
"10169","2023","SRTV","294841",,"0","0","0","0","0","294841","0","0","0"
"10170","2023","SPSO","1353096","388567.2","0","0","1188855","164240.7","0","0","0","0","0"
"10171","2023","RFCW","73220",,"0","0","0","0","0","73220","0","0","0"
"10172","2023","SRTV","181645",,"0","0","0","0","0","0","0","0","181645"
"10173","2023","SRVC","3693",,"0","0","0","0","0","0","0","0","3693"
"10174","2023","NWPP","16048",,"0","0","0","0","0","0","0","16048","0"
"10175","2023","PRMS","5332.999",,"0","0","0","0","0","5333","0","0","0"
"10176","2023","RFCW","95790",,"0","0","0","0","0","0","0","95790","0"
"10177","2023","RFCE","0",,"0","0","0","0","0","0","0","0","0"
"10178","2023","SRVC","23330",,"0","0","0","0","0","0","0","0","23330"
"10179","2023","SRVC","4146",,"0","0","0","0","0","0","0","0","4146"
"10180","2023","SRVC","1994060","2210027","1986512","5526.477","2021.875","0","0","0","0","0","0"
"10181","2023","SRVC","3925",,"0","0","0","0","0","0","0","0","3925"
"10182","2023","SRVC","2646676","3176782","2629859","16817.57","0","0","0","0","0","0","0"
"10183","2023","NWPP",,,,,,,,,,,
"10184","2023","SRVC","4295",,"0","0","0","0","0","0","0","0","4295"
"10185","2023","PRMS","528",,"0","0","0","0","0","0","0","0","528"
"10186","2023","RFCE","22528","7872.003","0","617.479","21910.52","0","0","0","0","0","0"
"10187","2023","SRTV","69797",,"0","0","0","0","0","69797","0","0","0"
"10188","2023","SRVC","-244523",,"0","0","0","0","0","-244523","0","0","0"
"10189","2023","RFCW","86656",,"0","0","0","0","0","86656","0","0","0"
"10190","2023","NWPP","3882",,"0","0","0","0","0","0","0","0","3882"
"10191","2023","RFCE","2499","1534.11","0","0","2499","0","0","0","0","0","0"
"10192","2023","SRVC","128935",,"0","0","0","0","0","128935","0","0","0"
"10193","2023","ERCT","321269",,"0","0","0","0","0","0","0","321269","0"
"10194","2023","RFCW","34706",,"0","0","0","0","0","34706","0","0","0"
"10195","2023","PRMS","0",,"0","0","0","0","0","0","0","0","0"
"10196","2023","SRTV","80710",,"0","0","0","0","0","80710","0","0","0"
"10197","2023","RFCW","1646",,"0","0","0","0","0","0","0","0","1646"
"10198","2023","SRVC","5588958","2898952","0","0","5588958","0","0","0","0","0","0"
"10199","2023","NWPP","190457",,"0","0","0","0","0","0","0","190457","0"
"10200","2023","RFCW","34706",,"0","0","0","0","0","34706","0","0","0"
"10201","2023","SRTV","141416",,"0","0","0","0","0","141416","0","0","0"
"10202","2023","PRMS","426","401.084","0","426","0","0","0","0","0","0","0"
"10203","2023","SRVC","21375",,"0","0","0","0","0","0","0","0","21375"
"10204","2023","ERCT","537529",,"0","0","0","0","0","0","0","537529","0"
"10205","2023","RFCE","0",,"0","0","0","0","0","0","0","0","0"
"10206","2023","RFCE","178172",,"0","0","0","0","0","0","0","178172","0"
"10207","2023","PRMS","15087","19135.65","0","15087","0","0","0","0","0","0","0"
"10208","2023","SRTV","368682",,"0","0","0","0","0","368682","0","0","0"
"10209","2023","ERCT","249796",,"0","0","0","0","0","0","0","0","252023"
"10210","2023","NWPP","347474",,"0","0","0","0","0","347474","0","0","0"
"10211","2023","ERCT","366160",,"0","0","0","0","0","0","0","366160","0"
"10212","2023","SRVC","153176","37216.13","61914.27","2276.371","0","0","0","0","88985.36","0","0"
"10213","2023","SRTV","30758","8976.853","0","0","30758","0","0","0","0","0","0"
"10214","2023","PRMS","7375.999",,"0","0","0","0","0","7376","0","0","0"
"10215","2023","RFCE","2763505","3039820","2763450","55","0","0","0","0","0","0","0"
"10216","2023","MROW","39552","25226.2","0","14.074","39537.93","0","0","0","0","0","0"
"10217","2023","SRVC","48293",,"0","0","0","0","0","48293","0","0","0"
"10218","2023","PRMS",,,,,,,,,,,
"10219","2023","RFCE","7333",,"0","0","0","0","0","0","0","0","7333"
"10220","2023","NWPP","6276",,"0","0","0","0","0","6276","0","0","0"
"10221","2023","RFCE","22545","0","0","0","0","0","0","0","22545","0","0"
"10222","2023","RFCE","4205",,"0","0","0","0","0","0","0","0","4205"
"10223","2023","NEWE","7729",,"0","0","0","0","0","0","0","0","7729"
"10224","2023","NWPP","3374",,"0","0","0","0","0","0","0","0","3374"
"10225","2023","ERCT","724631",,"0","0","0","0","0","0","0","724631","0"
"10226","2023","RFCE","15076","0","0","0","0","0","0","0","15076","0","0"
"10227","2023","NWPP","3067547","1255485","0","0","3067547","0","0","0","0","0","0"
"10228","2023","SRTV","415524.7","29018.96","19.611","532.18","64198.29","0","0","0","350774.6","0","0"
"10229","2023","RFCE","53657","28158.46","0","0","53657","0","0","0","0","0","0"
"10230","2023","MROW","232283","177101","0","5681.366","226601.6","0","0","0","0","0","0"
"10231","2023","SRVC","11812",,"0","0","0","0","0","0","0","0","11812"
"10232","2023","SRTV","1121157",,"0","0","0","0","0","1121157","0","0","0"
"10233","2023","RFCE","10468500","4084070","0","0","10468500","0","0","0","0","0","0"
"10234","2023","RFCE","769",,"0","0","0","0","0","0","0","0","769"
"10235","2023","NEWE","2001",,"0","0","0","0","0","0","0","0","2001"
"10236","2023","RFCW","86523",,"0","0","0","0","0","86523","0","0","0"
"10237","2023","RFCE","224011",,"0","0","0","0","0","0","0","224011","0"
"10238","2023","SRTV","66","71.863","0","66","0","0","0","0","0","0","0"
"10239","2023","MROW","407230","250974.6","0","0","407230","0","0","0","0","0","0"
"10240","2023","NWPP","1172401","584975.9","0","0","1172401","0","0","0","0","0","0"
"10241","2023","ERCT","-2520",,"0","0","0","0","0","0","0","0","0"
"10242","2023","SRTV","402441","266645.4","0","0","402441","0","0","0","0","0","0"
"10243","2023","RFCW","1114133","690701.8","0","2498.849","1111634","0","0","0","0","0","0"
"10244","2023","MROW","70845",,"0","0","0","0","0","0","0","70845","0"
"10245","2023","SRVC","22649","0","0","0","0","0","0","0","22649","0","0"
